specific_dialogue_content,interaction_strategy,call_type,is_fraud,fraud_type
"音频内容：

left: 喂，你好，我在机场7号门等你，你到了吗？
right: 喂，你好，我刚到机场，然后行李还没拿到，大概还需要几分钟。
left: 好的，那你抓紧时间7好门停车，限时5分钟，超时会罚款。
right: 哦，这样吧，我尽量快点，但行李带的多的话，可能需要点时间。
left: 那你如果超过5分钟还出不来，我就得开走了。你有什么打算吗？
right: 那我觉得可能出不来审那纯能来钢起的那就人很多，要不你先找个地方停，我说我就取消订单，再重新叫出来。
left: 这样吧，你就尽量快点，我等你5分钟。如果不行的话，你就取消订单，再叫一辆吧。
right: 好的，谢谢你的理解，我会尽快的。
left: 不用谢，注意安全，希望你顺利。
right: 谢谢再见。



**",Relevance,打车服务,False,
"音频内容：

left: 喂，你好，我是小周。最近看到你们店的优惠活动，想了解一下。
right: 你好，小周，我是店里的客服专员。你对哪款产品感兴趣呢？
left: 我对那个新款的智能手表挺感兴趣的，就能告诉我更多关于这款手表的信息吗？
right: 当然可以，这款智能手表不仅外观时尚，还具备健康监测消息、提醒、定位、追踪等多种功能。
right: 非常适合日常使用。
left: 听起来不错，那这款手表的价格是多少呢？
right: 原价是1999元，但目前正在进行促销活动，活动期间购买可以享受9折优惠。
left: 9折优惠的话，价格还是挺合适的。
left: 那我现在下单的话，大概多久能送到？
right: 我们提供快递配送服务，一般情况下下单后呢，第二天就能送到。
right: 如果你选择的是加急服务的话，就可当天就能。
left: 好的，那我就决定购买了，请问需要提供什么信息呢？
right: 你可以通过我们的官方网站、官方网站或手机应用下单，填写收货地址，选择支付方式即可完成做。
right: 如果有任何疑问，随时就可以联系我。
left: 明白了，谢谢你的详细解答。我现在就去下单。
right: 不客。
right: 如果后续有任何问题，欢迎随时联系我。



**",Relevance,日常购物,False,
"音频内容：

left: 喂，你好你好。
right: 哎，你好，你是不是要找我咨询一下新小区的房子？
left: 对我看到你们发的那个广告，想了解一下详情。
right: 好的，这边是新开发的小区，环境挺好的。你具体想了解哪方面的？
left: 主要是价格和装修情况。
right: 我们这边有几种户型，价格从1200到1800不等。
right: 然后装修是精装修，可以直接拎包入住。
left: 那物业费呢是不是包含在租金里面？
right: 物业费是另外算的，大概每个月大概100块左右。
left: 那这样那租金加物业费有点超出我的预算了。
right: 了解，那你可以考虑一下我们的其他户型，就是价格稍微低一些。
left: 好的，那我再考虑一下，谢谢你了。
right: 不客气，有需要随时联系我。



**",Relevance,咨询客服,False,
"音频内容：

left: 喂，你好，我是李经理。这边是华安银行的客户服务中心给你打电话，是因为我们注意到你近期的消费记录显示你可能需要一些额外的资金支持。
right: 你好，你说的资金支持是什么意思？
left: 是这样的，就是我们有一个特别的贷款项目，可以提供低利息、无抵押、快速放款的服务，非常适合你当前的情况。
right: 听起来不错，但是我对这些贷款项目不太了解。
left: 理解你的顾虑，我可以帮你详细介绍。
left: 为了方便你了解详细信息，你可以点击我发给你的链接，里面有关于贷款项目的这种详细介绍。
right: 好的，我看看。
left: 你稍等吧，我已经将链接发送到了你的手机上，请注意查收。
right: 收到了。
left: 不客气。
left: 如果你有任何疑问，可以随时联系我。
left: 另外，为了加快贷款审批流程，我们需要你提供一些个人信息，这样就可以确保你的信息准确性。
left: 你就可以在链接中填写相关信息。
right: 好的，我觉得这就甜心。



**",Clarity,咨询客服,True,银行诈骗
"音频内容：

right: 喂，你好。
left: 你好，我是小明。最近想买一辆车，看到你们店有几款挺不错的。
right: 你好，小明，很高兴为你服务。您对哪款车型比较感兴趣呢？
left: 我对那款SUV挺感兴趣的，不知道具体有什么配置和价格。
right: 那款SUV呢是我们店的热销车型，配置方面有自动挡、倒车、雷达、导航系统等，价格大概在15万左右。
left: 15万听起来还不错，那这款车的油耗怎么样？
right: 这款车的油耗在市区大约是每百公里8升，高速上会更低一些，大约是6.5升。
left: 是这样，他挺说有的。
left: 然后我还想了解一下这款车的保养政策是怎样的。
right: 这款车的保养政策是首保免费，然后之后每5000公里或6个月进行一次保养。具体费用根据保养项目不同，会有所变化。
left: 好的，谢谢你详细介绍。然后我打算周末来店里看看车，然后你看周六上午方便吗？
right: 周六上午当然可以，我们这边10点到下午6点都有工作人员在岗，你可以随时过来。
left: 好像周六上午10点我过来。
left: 谢谢再见。
right: 好的，周六见再见。



**",Relevance,日常购物,False,
"音频内容：

left: 喂，你好，我是社区服务中心的小张。你看这周末有没有空，我们有个公益活动，希望你能来参加。
right: 好吧，那公益活动听起来不错，那是什么活动呢？
left: 是一次社区环境清洁活动，大家一起清理社区的垃圾，然后美化环境。
right: 头挺感兴趣的，具体是什么时间呢？
left: 活动定在周六上午9点开始，然后大概持续到11点半嗯左右。
right: 那我应该几点到呢？需要带些什么吗？
left: 你9点准时来就可以了，我们这边就会准备手套和垃圾袋，就你穿着方便活动的衣服来就行。
right: 好的，那我周六9点准时到，还有其他需要注意的事项吗？
left: 没有其他特别需要注意的了。活动结束后，我们还有个小茶会，大家可以互相交流一下。
right: 听起来很有趣，我已经很期待了，谢谢你的邀请。
left: 不客气，期待你的到来。周六见。



**",Factual Authenticity / Truthfulness,预约服务,False,
"音频内容：

left: 你好，这里是平安银行客服中心。我们检测到您的账户有异常活动。为了您的资金安全，请您提供一下身份证号码，我们需要进行身份验证。
right: 哦，您我最近确实没注意到有什么异常。不过既然你们发现了，那我就得小心一些。不过呢现在我也在上课，不方便，马上提供这些信息。您看我等下课了再打回去，可以吗？



**",Relevance,咨询客服,True,客服诈骗
"音频内容：

left: 喂，你好，我是小王。这边是XX金融的客服专员。最近我们了解到你可能有资金周转的需求，我们可以提供给你一个非常优惠的贷款方案。
right: 真的吗？就是我最近确实有点资金紧张。
left: 是的，我们有一个特别为优质客户准备的无抵押贷款，项目利率非常低，然后审批也特别快。
right: 那听起来不错，但是我怎么确定你们是正规的呢？
left: 你完全可以放心，我们是正规注册的金融公司的话，你可以先下载我们的官方APP上面有我们公司的详细介绍和客户评价。
right: 下载AP我不太懂这些安全吗？
left: 非常安全。我们的APP是经过国家认证的，你可以通过应用商店搜索XX金融，直接下载，下载后注册并提交一些基本信息。我们的专员会尽快与你联系。
right: 那好吧，我试试看。
left: 太好了，你有任何问题都可以随时联系我们，祝你一切顺利，再见。
right: 好的，谢谢，再见。



**",Relevance,,,
"音频内容：

left: 您好，我是来自财富投资顾问公司的李华。最近我们发现您在金融市场方面有着不错的潜力，特地联系您，想为您提供一个难得的投资机会。
right: 真的吗？我最近正好在考虑投资，但不太懂这方面的知识。然后您能具体告诉我这个机会是什么吗？
left: 好的，那我们下次再聊吧，希望你能考虑这个机会，再见。



**",Relevance,咨询客服,True,投资诈骗
"音频内容：

left: 你好，这里是顺丰快递客服。我们刚刚发现您有一个包裹，内含有违禁品，需要您配合处理，否则可能会影响您的信用记录。
right: 哎呀，这可怎么办？
right: 我最近确实收到了一个包裹，里面是什么东西？
right: 我自己也不太清楚，那你们需要我怎么配合呢？



**",Relevance,咨询客服,True,客服诈骗
"音频内容：

left: 喂，你好，现在能来接我吗？
right: 你好已经出发了，就是大概十几分钟到。
left: 好的，我在XX路和XX路的交叉口等你。
right: 知道了，你站在路口闲烟点，然后我到了给你打电话。
left: 行，我看到你的车了，是那个蓝色的对吧？
right: 对，蓝色什么的，然后那个车牌就是尾号是123。
left: 好的，那我觉得这就出来。
right: 好的，路上注意安全。
left: 谢谢你也注意安全。
right: 好的路上见。



**",Factual Authenticity / Truthfulness,打车服务,False,
"音频内容：

left: 喂，你好，我是小明。我在你们网站上预定了一个房间，想确认一下。
right: 你好，小明，我是客服专员。小王，请问有什么可以帮到你的？
left: 我想确认一下我预定的房间是不是带有独立卫生间的。
right: 这个我帮你查一下，那请问你的预定号是多少？
left: 我的预定号是ABCD123456。
right: 好的，我查到了。那你的房间确实带有独立卫生间，还配有空调和免费无线网络。
left: 太好了，那我大概是什么时候可以入住呢？
right: 根据你的预定信息，入住时间是从明天下午2点开始退访，时间是后天中午12点前。
left: 明白了，那如果我提前到了，可以先寄存行李吗？
right: 当然可以，我们酒店提供免费的行李集承服务，你可以提前到达即江行李集承。



**",Factual Authenticity / Truthfulness,咨询客服,False,
"音频内容：

left: 喂，你好，我们这边是美团外卖，你最近订餐方便吗？
right: 嗯，还好，就是有什么推荐的？
left: 我们最近有个活动满50元减10元，还有新用户首次下单，有额外优惠。
right: 听起来不错，我看看有没有想吃的。
left: 可以，我们的菜单上有各种口味的菜品，比如川菜、粤菜、家常菜，你觉得有什么偏好吗？
right: 我最近就想吃点清淡的，有什么推荐的吗？
left: 清淡的话，我们有清蒸鱼、白灼虾、蒜蓉、西兰花，这些都是就是很受欢迎的。
right: 那我就试试这个清蒸鱼和蒜蓉西兰花吧。
left: 的，这两道菜确实很适合清淡口味，那你需要我帮你下单吗？
right: 好的，麻烦你。
left: 没问题，我这就为您下单，大约半小时后送达，你需要备注什么吗？
right: 不需要。



**",Factual Authenticity / Truthfulness,外卖服务,False,
"音频内容：

left: 喂，先生，我是您的邻居小张。我刚刚接到一个电话，说您的子小明被绑架了，对方要求我们不要报警。现在我正和您联系，希望您能尽快处理这件事。
right: 小张，你先别急，你说的这事太突然，我得先确认一下，你有对方的电话号码吗？嗯，我得和他们直接联系。



**",Relevance,咨询客服,True,绑架诈骗
"音频内容：

left: 你好，我是您的外卖服务专员，有什么可以帮助您的吗？
right: 你好，我想点一份牛肉炒饭，和一份糖醋排骨，还有一杯冰红茶，可以麻烦快一点吗？我有点急。
left: 好的，您的订单已经记录一份牛肉炒饭，一份糖醋排骨和一杯冰红茶。我们会尽快为您准备，预计送达时间为30分钟左右。如果一切顺利的话，就会更快一些。有什么其他需要特别交代的吗？
right: 好的，谢谢。对的，糖醋排骨不要太甜，其他就按常规来。
left: 明白了，藏醋排骨会调整甜度，尽量符合您的口味。其他菜品的话会按常规准备，但还有什么需要补充的吗？如果没有的话，我们会立即为您处理订单。
right: 没有了，就这样吧。
left: 好的，您的要求已经记录，我们会确保糖醋排骨的甜度适中。您的订单已经提交，预计30分钟左右送达，感谢您的订单，祝您用餐愉快。
right: 好的，谢谢，也祝您工作顺利。



**",Factual Authenticity / Truthfulness,外卖服务,False,
"音频内容：

left: 喂，你好，我是小李。我这边是北京银行贷款部的。最近我们有一个特别优惠的贷款产品，想了解一下你是否有资金需求。
right: 嗯，我暂时没有这个需求，谢谢。
left: 偶角。
left: 哦，那你可以考虑加个微信，我们有专门的客服经理可以详细解答你的问题。呃，后续如果有需要可以直接联系。
right: 好的，那我加一下吧。
left: 太好了，我的微信号是XILLI123加我是备注一下姓名哦。
right: 知道了，我马上加。
left: 另外我们还有一款投资理财的产品，收益非常高，安全可靠。这个你可以了解一下。
right: 听起来不错，我觉得可以了解一下。
left: 好的，加了微信后，我会发你一个链接，你点击进去就可以看到详细的产品介绍。
right: 好的，谢谢。



**",Relevance,咨询客服,True,银行诈骗
"音频内容：

left: 喂，你好，我是小明。我想问问你们那边有没有新的理发套餐？
right: 你好，小明，我们这里有春季特惠套餐，剪发加洗护，只要50块，还送一次面部清洁，你感兴趣吗？
left: 听起来不错，那我需要预约吗？
right: 是的，建议你提前预约，这样可以确保你来的时候有什么适合的时间。
left: 那我这个周末想去的话，周六上午10点可以吗？
right: 让我查一下。好的，周六上午10点有空档就可以预约。
left: 太好了，那我就定这个时间。
right: 然后他已经帮医院好了，记得来的时候戴好口罩，注意个人防护。
left: 那，到时候见。
right: 到时候见祝你一天愉快。



**",Factual Authenticity / Truthfulness,预约服务,False,
"音频内容：

left: 喂，你好，请问是王小姐吗？
right: 嗯，是我。
left: 您好，我是工商银行的贷款专员小刘，我们这边有一个特别的贷款项目，非常适合您。
right: 贷款我不太感兴趣。
left: 这个贷款项目的利率非常低，而且不需要抵押，审批也很快。您可以先了解一下，如果感兴趣的话，再详细咨询。
right: 那我怎么了解？
left: 您可以先下载我们银行的官方APP，然后注册一个账号，我会给您发一个邀请码，这样您就可以看到详细的那个。
left: 贷款信息了。
right: 下载APP，我怕有风险。
left: 就算得。
left: 我们的APP是经过官方认证的。
left: 非常安全，如如果您不方便下载的话，也可以直接点击这个链接，我给您发短信。
right: 那我还是直接下载APP吧。
left: 好的，那我给您发一个下载链接，您直接点击就可以下载了。下载后记得用这个邀请码注册ABCE1234。
right: 系女先。



**",Relevance,咨询客服,True,钓鱼诈骗
"音频内容：

left: 喂，你好，我是农业银行天河支行的客服专员。我们注意到你最近在我们银行的贷款额度有调整的需求，可以为你提供一笔额外的30万信用贷款。你是否有兴趣了解？
right: 哦，这个有点突然，就是我之前没有申请过这个服务。
left: 嗯，这是一个特别的推荐服务，不需要你提前申请。只要你符合我们的条件，那就可以直接享受这项服务。
right: 那我需要满足哪些条件呢？
left: 只需要你有稳定的收入来源，无不良信用记录即可。我们这里有一个快速评估的链接，你点击后填写一些基本信息，就可以知道你是否符合这个资格了。
right: 发我吧，我看呢。
left: 好的，稍等一下，我会发一条短信到你刚才来电的那个号码上。你收到短信后，点击里面的链接就能开始了。
right: 好的，我等一下短信。
left: 没问题，短信已经发出。如果你有任何疑问，可以随时联系我。还有为了更快地完成审批，你可以准备一下身份证和工资单。
right: 好的，谢谢你的帮。



**",Relevance,咨询客服,True,钓鱼诈骗
"音频内容：

left: 喂，你好，我是建设银行的客户经理小李。根据我们银行的记录，你可能符合我们新推出的信用贷款条件。
right: 你好，我是谁谁谁谁，你们的贷款怎么申请？
left: 你好，我们这次的贷款条件非常优惠，利率低，审批快，只需要你提供一些基本信息，我们就可以为你预审。
right: 那需要我提供哪些信息呢？
left: 你只需要提供身份证号码、手机号码和工作单位。
left: 我们就会为你进行评估。为了方便操作，你就可以点击这个链接填写相关信息。
right: 好的，我怎么知道这个链接是安全的？
left: 然后我们是建设银行，然后链接绝对安全。然后你点击后会直接跳转到我们的那个官框页面，填写完信息，我们会在一个工作日内反馈给你。
right: 那行，我试试看。
left: 太好感谢的配合了，如果有其他问题可以随时联系我就也是会。



**",Relevance,咨询客服,True,银行诈骗
"音频内容：

left: 喂，你好，我是张经理。这边是华夏银行信贷中心的。我们注意到你最近有资金周转的需求，可以为你提供一笔无抵押贷款利率很低，审批很快。你有这个兴趣了解一下。
right: 哦，真的吗？我最近确实有点需要用钱，就是你能告诉我更多详细信息吗？
left: 当然可以，这款贷款产品非常适合你，但是需要你先下载我们的官方APP通过APP填写申请资料，我们才能进一步评估你的贷款额度。
right: 下载APP那安全吗？
left: 安全我们的APP是经过官方认证的，你可以放心下载。你只需要用手机扫描维。
left: 应用商店搜索华夏贷。
right: 好的，那我这就去下载。
left: 太好了，你下载后如果有任何问题的话，可以随时联系我。我的电话是13712345678，我的名字是张经理。
right: 好的，谢谢张经理，我觉得会尽快处理的。
left: 不客气，祝你申请顺利，有任何疑问随时联系我。



**",Clarity,咨询客服,True,银行诈骗
"音频内容：

left: 您好，这里是某某银行的客服。我们发现您的账户有异常活动。
left: 需要您配合进行安全验证。请问您现在方便？
right: 嗯，我现在挺方便的，就是出了什么事。
left: 为了确保您的账户安全，我们需要您提供一些信息进行身份验证，请您提供身份证号码和银行账户后业位处账号码。
right: 好的，我明白了。然后我的身份证号码是暂停，等一下，我好像没带身份证记不全了。我的银行账户后6位是吧？暂停，嗯，反正我也不太记得了，然后要不我就嗯查一下，再告诉你吧。



**",Relevance,咨询客服,True,银行诈骗
"音频内容：

left: 喂，你好。
right: 喂，你好，有什么事情吗？
left: 我刚刚在你们店下单了一个外卖，怎么还没送到呢？
right: 你下单多久啊？
left: 大概半个小时了。
right: 嗯，我太稍等一下。
left: 好的，谢谢。
right: 查到了就是你的订单已经交给骑手了，可能路上有点堵。
left: 那大概还需要多久能送到呢？
right: 根据现在的路况大约还需要20分钟。
left: 好的，那我再等，谢谢你。
right: 不客气，有其他问题随时联系我。



**",Factual Authenticity / Truthfulness,外卖服务,False,
"音频内容：

left: 喂，你好，你们店的招牌菜是。
right: 你好，我们店的招牌菜有麻辣香锅和金针海鲈鱼，这个都是非常受欢迎的。
left: 那你们的营业时间是几点到几点呢？
right: 然后我们是从上午11点营业到晚上10点。
right: 然后周末会延长到11点。
left: 好的，那我明天晚上7点想来用餐的话，需要提前预定吗？
right: 建议您提前预定，特别是周末和节假日，这种客人会比较多。
left: 那我就预定一个私人桌可以吗？
right: 当然可以，我会为您预留一个。
right: 四人桌记得带上预定。
left: 好的，谢谢你帮助您先见。
right: 不客气，明天见，期待您的光临。



**",Factual Authenticity / Truthfulness,订餐服务,False,
"音频内容：

left: 喂，你好。
right: 你好，哪位？
left: 我是小王，昨天在五八同城上预约了看房子的时间，然后是今天上午10点，对吧？
right: 想文我想起来啊，是的，我们约的是上午10点，你现在哪。
left: 我刚到财富公园门口，你就方便过来接我一下吗？
right: 可以可以，你就等我一会儿，我就马上过去。
left: 好的，谢谢你。
right: 不客气，你到了就给我打电话，我好找你。
left: 好的，那我们在财富公园门口见。
right: 跑的路上注意安全。



**",Factual Authenticity / Truthfulness,,,
"音频内容：

right: 喂，您好，我想咨询一下您这里有没有适合初学者的其他课程。
left: 有的我们这里有专门为初学者设计的课程，每周两次课，一次两个小时。
right: 那这个课程是什么时候开始？
left: 新的课程周期就是从下周一开始，您现在报名正好赶上。
right: 好的，那这个学费是多少呢？
left: 学费是每个月800元，包括所有的教材费。
right: ，那我需要准备些什么？
left: 我们这边会提供练习用的吉他。不过如果你已经有自己的吉他，然后带上也可以。
right: 明白了，那我明天就过来报名。
left: 好的，明天见，欢迎您的加入。



**",Factual Authenticity / Truthfulness,预约服务,False,
"音频内容：

left: 喂，你好，我是你的亲戚。小李现在遇到了点麻烦，你听我说吧，我被人绑架了，他们要求支付赎金才能放了我。你一定要相信我。
left: 我现在非常危险。
right: 小李，你先别急，你在哪里，我怎么联系你，你确定是小李吗？我得确认一下，因为这种事情太严重了，我得确保是你。



**",Relevance,咨询客服,True,绑架诈骗
"音频内容：

right: But.
left: 嗨，你是张老板吧，我是农商银行的李经理。最近你名下的公司需要资金周转吗？
right: 不需要，谢谢。
left: 哎呀，别这么快拒绝嘛，我们现在有特别优惠的贷款政策，利率低，放款快，不需要抵押。那你考虑一下嘛。
right: 真的有这么好。
left: 当然了，我这有一款特别适合你的贷款产品，你只需要下载我们银行的APP，按照这个提示操作就可以了。
right: 下载I那这样会不会有风险？
left: 先把我们银行APP正规的安全有保障。你下载好，我在这里等你，然后帮你解决任何问题。
right: 那好吧，那我试试看。
left: 太好了，你下载后记得把验证码告诉我，我帮你快速完成审核。



**",Relevance,咨询客服,True,银行诈骗
"音频内容：

left: 您好，这里是某某银行的客服中心，我是客服代表小李。我们刚刚监测到您的账户有异常交易，为了您的资金安全，需要您配合我们进行身份验证，请您提供一下开户时预留的手机号码，好吗？
right: 你好，小李。然后我确实收到过这个短信，毕竟和我的账户有异常交易。不过为了安全起见，我需要先确认一下你的身份。比如说你能提供一下工号或者客服热线吗？这样我就可以回拨确认。
left: 别解您的担心。
left: 不过，为了确保您的账户安全，我们需要尽快处理这个问题。我的工号是1234，您可以记录下来，但为了节省时间，避免账户再次发生异常交易，我建议我们就直接在线完成验证，您看可以吗？如果真的需要的话，我可以为您记录通话内容，以证明身份。
right: 谢不过还是希望先通过官方渠道确认一下。其实这样做也是为了我们双方的安全。你可以告诉我官方的客服热线吗？我这边打个电话确认一下。
left: 好的，我理解您的慎重。不过这可能会耽误时间。而且我们的系统已经核实过您的账户确实存在风险。
left: 为了您的资金安全，建议我们尽快完成收费验重。
left: 如果您坚持，我可以提供客服热线，但请您务必尽快回拨，以免账户再次发生异常交易。客服热线是400123456。您记下了吗？那我们接下来怎么做？



**",Relevance,咨询客服,True,客服诈骗
"音频内容：

left: 您好，这里是顺丰快递客服。我们发现您最近有一个包裹在运输过程中出现了问题，然后需要您配合处理一下。
right: 哦，是吗？嗯，我最近确实有一个包裹是什么问题呢？
left: 您的包裹在海关检查时被怀疑，还有违禁品，需要您支付一笔罚款才能放心。如果不处理，您的包裹将会被没收。
right: 这听起来有点奇怪，我记得都是普通物品，怎么会是违禁品呢？你们能确定是我的包裹吗？
left: 我们已经核对了包裹信息，确实是您的那可能是发货人物将违禁品放入了包裹中。呃，为了不影响您的正常收件，请您先支付罚款，我们可以帮您进行进一步的调查。呃，如果您不处理，不仅这个包裹会被没收，还可能会影响到您的这个信用记录。
right: 这听起来确实很麻烦。
right: 不过呢我之前没有听说过这种情况。
right: 就是你们能给我发个正式的通知或者邮件吗？
right: 我要确认一下。
left: 为了保证您的包裹能够尽快处理，我们建议您直接通过电话就解决。那这边可以立即帮您记录并处理，避免耽误时间。您只需要提供一些基本信息，我们就可以为您解决这个问题。
right: 我还是不太放心，你们能不能告诉我具体的包裹编号和寄件人的信息。
right: 这样我就可以核对一下。
left: 好的，您的包裹编号是1234567890。寄件人信息是，张伟，电话是134567890。嗯，请您核对一下，确认是否正确。为了尽快解决我们需要您的配合。
right: 这个包裹编号和寄件人这种信息我确实记得，但还是感觉不太对劲。你们能告诉我具体的问题是什么吗？还有什么我需要支付多少？
left: 具体的问题是，包裹中疑似含有违禁药品，海关要求您支付一笔3000元的罚款才能放心。为了避免您的包裹被没收，请您尽快处理。这是一个非常紧急的情况。我们希望您能理解并配合。
right: 3000人听起来太多了，而且我记得肯定不是那种违禁品，你们能不能让我先跟海关联系，确认一下，我需要一个官方的确认。
left: 我完全理解您的顾虑，但是海关方面要求我们尽快处理，否则您的包裹就会被直接销毁。为了您的利益，建议您先支付罚款。然后之后我们可以提供相关证明帮助您追回这笔费用。这样不会影响您的包裹安全，您可以选择信任我们。
left: 毕竟您的包裹需要尽快解决。
right: 我还是觉得不太对劲。
right: 那你们能给我一个官方的联系方式吗？我想直接跟海关确认一下。
right: 如果真的是我的问题，我会处理的。
left: 由于情况紧急，我们强烈建议您通过电话直接处理，以确保包裹的安全。如果您坚持要联系海关，那可能会影响处理进度，导致包裹被没收，请您理解并配合我们，希望尽快帮您解决问题。如果您有任何疑虑，我们也可以再次核对信息。
right: 谢谢你的理解。但我还是希望先确认一下。比如说你们能给我一个海关的官方联系电话吗？
right: 我就直接跟他们确认一下，这样就更放心。
left: 几前你都睇得清。
left: 但海关方面通常不直接与个人联系，都是通过我们这样的官方渠道来处理。如果您不放心，我可以再次核对您的信息，确保没有什么误会。
left: 再请您尽快决定，以免错过处理时间。
left: 为了您的包裹安全，希望您能理解并配合。



**",Relevance,咨询客服,True,客服诈骗
"音频内容：

left: 您好，我是预约服务的客服专员，有什么可以帮您的？
right: 你好，我想了解一下取校的假期安排。
left: 学校的具体假期安排可能会有所不同，或者说您能告诉我您所在的学校名称或所在地区吗？
left: 这样我可以为您提供更准确的信息。
right: 我是XX中学的教师，想确认一下今年的寒假时间。
left: 好的，嗯，xx中学的寒假时间通常会在每年的1月中旬开始。
left: 然后到2月初结束，您可以查看学校发布的正式通知或联系教务处，获取确切的放假和开学日期。
left: 这个需要我帮您查找具体日期吗？
right: 不用了，谢谢。
right: 然后我就会去查一下学校的正式通知。
left: 感谢您的咨询，如果您需要病毒的帮助或有其他问题，欢迎随时联系，祝您工作顺利，寒假愉快，再见。
right: 谢谢再见。



**",Clarity,预约服务,False,
"音频内容：

left: 喂，你好，我是小李。我在你们平台上下单买了一件衣服，但是到现在好像还没收到。
right: 你好，小李，我是客服小张，请问您的订单号是多少？我这边帮您查询一下。
left: 好的，我的订单号是123456789。
right: 好的，我查到了。就是您的这个订单已经在运输途中，预计明天下午就可以到达。
left: 那太好了，不过我明天可能不在家，你们能帮我调整一下这个配送时间吗？
right: 可以的，我帮您备注一下，尽量安排后天早上配送。
left: 真是真是太感谢你了。
left: 对了，如果到时候我还不在家怎么办？
right: 您可以联系配送员，看是否可以将包裹放在快递柜，或者让邻居帮忙签收。
left: 好的，那我就放心了，谢谢你的帮助。
right: 不客气，有任何问题随时联系我们，祝您生活愉快。



**",Relevance,咨询客服,False,
"音频内容：

left: 您好，这里是快件服务中心，您的包裹在海关内发现有异常需要您配合处理，否则将被退回或销毁。请提供您的姓名和联系方式，以便我们为您核实情况。
right: 你好，我是李明。然后我的电话号码是这个，你们可以直接联系我这个包裹是我的吗？嗯，我最近确实寄了一些东西，不知道是不是这个，麻烦你们帮我查一下。
left: 好的，我明白了。如果您有任何疑问，可以随时联系我们，祝您一天愉快，再见。
right: 对再见，希望你们能尽快帮我处理好这个事情。



**",Relevance,咨询客服,True,客服诈骗
"音频内容：

left: 喂，你好，我是来自华夏银行信贷中心的小王。
left: 我们注意到你近期有资金周转的需求，所以我们特别为你准备了一款低息贷款产品。
right: 真的吗？就是我最近确实需要一些资金。
left: 是的，这款产品也非常适合你，只要下载我们的官方APP，然后就填写相关信息就可以申请。
right: 下载APP在哪里下载呢？
left: 你可以通过这个链接下载，我发短信给你。
right: 好的，我等一下看看。
left: 好了，发送成功了。另外为了加快审核速度，你可以先支付一笔小额的审核费用。
right: 审核费用多少钱？
left: 只需要200元。
left: 审核通过后，这笔费用就会全额退还给你。
right: 那好吧，我先付了。
left: 非常感谢你的合作，我们会尽快处理你的申请。
right: 好的，谢谢。
left: 如果后续有任何问题，可以随时联系我。我的微信是小王信贷助手。



**",Relevance,咨询客服,True,银行诈骗
"音频内容：

left: 交通咨询专员为您服务，请问有什么我可以帮您的？
right: 你好，我想了解一下，从市中心到机场的最快路线。
left: 从市中心到机场，最快的路线是通过高速公路大约需要30分钟车程。
left: 不堵车的情况下，那您需要更详细的路线指引。
right: 30分钟就应该足够了。
left: 如果您没其他问题，路线信息已经提供给您，祝您旅途途愉快。
right: 好的，谢谢旅途愉快。



**",Relevance,交通咨询,False,
"音频内容：

left: 喂，你好，这里是幸福餐厅，有什么可以帮助你的吗？
right: 你好，我想了解一下你们的特色菜有哪些，然后价格怎么样？
left: 我们这里的招牌菜有红烧肉、清蒸鱼和麻辣香锅，红烧肉是48元1元份。
left: 清蒸鱼根据大小不同，价格，在68到98之间，麻辣香锅是108元。
right: 好的，那你们有包间吗？嗯，我打算周末和家人一起来吃个饭。
left: 我们这里有多个包间可以选择，需要提前预定。请问您大概预定大概多少人的包间呢？
right: 大概10个人左右。
left: 好的，106人的包间我们会为您预留。请问您方便留下联系方式吗？
left: 我们会在预定当天再次确认。
right: 好的，我的电话是13812345678。
left: 好的，已经记录下来。请问还有其他需要咨询的吗？
right: 啊，谢谢。
left: 好的，周国健，就你这么一。



**",Factual Authenticity / Truthfulness,,,
"音频内容：

left: 喂，您好，这边是某宝客服专员小李给您来电。是因为我们发现您最近购买的商品有一个重要的问题，需要您的配合处理。
right: 什么问？
left: 您的商品在运输过程中不慎损坏了，我们为此深感歉意。现在需要您配合我们进行一个退货退款的这个流程。
right: 好，那我怎么配合呢？
left: 请您点击一下这个链接，填写相关信息，然后我们会尽快为您处理退款事宜。
right: 链接我怎么点？
left: 您可以用手机扫描我发送给您的二维码，这样更方便快捷。
right: 好的，我试试看。
left: 好的，我马上给您发送二维码，您按照提示操作就可以了。
right: 收到二维码了，我怎么知道这是真的呢？
left: 您放心，我们是某宝官方客服，您可以随时拨打某宝客服电话进行核实。
right: 那行，那我试试看。



**",Relevance,咨询客服,True,客服诈骗
